recipe_name,ingredients,directions,cuisine_path,nutrition,img_src,ingredients_list,ingredients_parsed,total_mins
Apple Crisp - Perfect and Easy,2 ½ cups apples - peeled cored and sliced 1 cup sifted all-purpose flour 1 cup white sugar ½ teaspoon ground cinnamon ¼ teaspoon salt ½ cup butter softened,"Preheat the oven to 375 degrees F (190 degrees C). Lightly grease an 8-inch square baking dish.
Arrange apple slices evenly in the prepared baking dish. Sift flour sugar cinnamon and salt into a bowl. Cut in butter using a pastry blender or 2 knives until mixture resembles coarse cornmeal; sprinkle over apples.
Bake in the preheated oven until topping is golden 40 to 45 minutes. Cool slightly before serving.











naples34102
",Desserts,"Total Fat: 16.0, Saturated Fat: 10.0, Total Carbohydrate: 56.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/hPRM3eLo_H-Z2kSeRRizL0El3ao=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1046883-apple-crisp-perfect-and-easy-naples34102-e505af44f7d9409ba48fc00e15efa036.jpeg,2 ½ cups apples - peeled cored and sliced 1 cup sifted all-purpose flour 1 cup white sugar ½ teaspoon ground cinnamon ¼ teaspoon salt ½ cup butter softened,quantity: 1.0 unit: cup ingredient: flour quantity: 1.0 unit: cup ingredient: sugar quantity: 0.5 unit: teaspoon ingredient: cinnamon quantity: 0.25 unit: teaspoon ingredient: salt quantity: 0.5 unit: cup ingredient: butter,60
Sauteed Apples,¼ cup butter 4 large tart apples - peeled cored and sliced 1/4 inch thick ½ cup cold water 2 teaspoons cornstarch ½ cup brown sugar ½ teaspoon ground cinnamon,"Melt butter in a large skillet or saucepan over medium heat; add apples and cook stirring constantly until almost tender 6 to 7 minutes.
Mix water and cornstarch together in a small bowl until cornstarch is dissolved; pour over apples. Stir in brown sugar and cinnamon. Bring to a boil for 2 minutes stirring occasionally. Remove from heat and serve warm.











dotdash meredith food studios
",Side Dish,"Total Fat: 6.0, Saturated Fat: 4.0, Total Carbohydrate: 24.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/pTjoToZum_x5Ki9khNk_SSe7MEs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/21672-SauteedApples-ddmfs-1X1-0061-fe2952cf8a6148959bd0076742996deb.jpg,¼ cup butter 4 large tart apples - peeled cored and sliced 1/4 inch thick ½ cup cold water 2 teaspoons cornstarch ½ cup brown sugar ½ teaspoon ground cinnamon,quantity: 4.0 unit: piece ingredient: apple quantity: 0.5 unit: cup ingredient: water quantity: 2.0 unit: teaspoons ingredient: cornstarch quantity: 0.5 unit: cup ingredient: sugar quantity: 0.5 unit: teaspoon ingredient: cinnamon,20
Homemade Apple Cider,10 large apples quartered   water to cover ¾ cup white sugar 1 tablespoon ground cinnamon 1 tablespoon ground allspice,"Place apples in a large stockpot; cover with water by at least 2 inches. Stir in sugar cinnamon and allspice. Bring to a boil over medium-high heat. Boil uncovered for 1 hour. Reduce heat; cover and simmer for 2 hours.
Strain apple mixture through a fine-mesh sieve; discard solids. Drain cider again through a cheesecloth-lined sieve.
Refrigerate cider until cold about 4 hours.











 LaDonna Langwell
",Drinks Recipes,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 22.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/M0dm6zV9huJMIy70_9np9ztM4Sw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Homemade-Apple-Cider-LaDonna-Langwell-1x1-1-a6afe5b44bd246d39e597ed59281bbd5.jpg,10 large apples quartered water to cover ¾ cup white sugar 1 tablespoon ground cinnamon 1 tablespoon ground allspice,quantity: 0.75 unit: cup ingredient: sugar quantity: 1.0 unit: tablespoon ingredient: cinnamon quantity: 1.0 unit: tablespoon ingredient: allspice,435
Easy Apple Pie,1 (14.1 ounce) package pastry for a 9-inch double-crust pie ¾ cup white sugar or more to taste 1 teaspoon ground cinnamon 6 cups thinly sliced apples 1 tablespoon butter,"Preheat the oven to 450 degrees F (230 degrees C).
Line a 9-inch pie dish with one pastry crust; set second one aside.
Combine 3/4 cup sugar and cinnamon in a small bowl. Add more sugar if your apples are tart.
Layer apple slices in the prepared pie dish sprinkling each layer with cinnamon-sugar mixture. Dot top layer with small pieces of butter. Cover with top crust.
Bake pie on the lowest rack of the preheated oven for 10 minutes. Reduce oven temperature to 350 degrees F (175 degrees C) and continue baking until golden brown and filling bubbles 30 to 35 minutes more. Serve warm or cold.











dotdash meredith food studios
",Desserts,"Total Fat: 9.0, Saturated Fat: 3.0, Total Carbohydrate: 42.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/aZyGZaTNLn-ewSEGDwwmEOwrRNg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12324-EasyApplePie-ddmfs-1x1-0016-c0401f8117954ba9a03c62ebba7f16af.jpg,1 (14.1 ounce) package pastry for a 9-inch double-crust pie ¾ cup white sugar or more to taste 1 teaspoon ground cinnamon 6 cups thinly sliced apples 1 tablespoon butter,quantity: 0.75 unit: cup ingredient: sugar quantity: 1.0 unit: teaspoon ingredient: cinnamon quantity: 6.0 unit: cups ingredient: apple quantity: 1.0 unit: tablespoon ingredient: butter,60
Apple Crumb Pie,6 cups thinly sliced apples 1 tablespoon lemon juice (Optional) ¾ cup white sugar 2 tablespoons all-purpose flour ½ teaspoon ground cinnamon ⅛ teaspoon ground nutmeg ½ cup raisins (Optional) ½ cup chopped walnuts (Optional) 1 (9 inch) pie shell ½ cup all-purpose flour ½ cup packed brown sugar 3 tablespoons butter,"Preheat the oven to 375 degrees F (190 degrees C).
Place sliced apples in a large bowl; sprinkle with lemon juice. Mix white sugar 2 tablespoons flour cinnamon and nutmeg together in a small bowl; sprinkle mixture over apples and toss until evenly coated. Stir in raisins and walnuts; transfer mixture into pie shell.
Mix 1/2 cup flour and brown sugar together in a small bowl. Blend in butter with a fork until mixture is crumbly; sprinkle over apple filling. Cover top of pie loosely with aluminum foil.
Bake in the preheated oven for 25 minutes. Remove foil and bake until top is golden brown and filling is bubbly about 25 to 30 minutes more. Cool on a wire rack before serving.",Desserts,"Total Fat: 15.0, Saturated Fat: 4.0, Total Carbohydrate: 70.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/3qY9aBqD34LmSObh2KKQZatIjE8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/15587-apple-crumb-pie-ddmfs-4x3-1-dc4ac2e030e04d60a7650ede077f3c45.jpg,6 cups thinly sliced apples 1 tablespoon lemon juice (Optional) ¾ cup white sugar 2 tablespoons all-purpose flour ½ teaspoon ground cinnamon ⅛ teaspoon ground nutmeg ½ cup raisins (Optional) ½ cup chopped walnuts (Optional) 1 (9 inch) pie shell ½ cup all-purpose flour ½ cup packed brown sugar 3 tablespoons butter,quantity: 1.0 unit: tablespoon ingredient: lemon juice quantity: 0.75 unit: cup ingredient: sugar quantity: 2.0 unit: tablespoons ingredient: flour quantity: 0.5 unit: teaspoon ingredient: cinnamon quantity: 0.12 unit: teaspoon ingredient: nutmeg quantity: 0.5 unit: cup ingredient: raisin quantity: 0.5 unit: cup ingredient: nut quantity: 1.0 unit: piece ingredient: pastry quantity: 0.5 unit: cup ingredient: flour quantity: 0.5 unit: cup ingredient: sugar quantity: 3.0 unit: tablespoons ingredient: butter,80
German Apple Cake,1 cup vegetable oil 2  eggs 2 cups white sugar 1 teaspoon vanilla extract 2 cups all-purpose flour 2 teaspoons ground cinnamon 1 teaspoon baking soda ½ teaspoon salt 4 cups apples - peeled cored and diced,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch cake pan.
Beat oil and eggs in a mixing bowl with an electric mixer until creamy. Add sugar and vanilla; beat well.
Stir together flour cinnamon baking soda and salt in a bowl. Slowly add flour mixture to egg mixture; mix until combined. The batter will be very thick. Fold in apples by hand using a wooden spoon. Spread batter into the prepared pan.
Bake cake in the preheated oven until a toothpick inserted into the center comes out clean about 45 minutes. Cool cake on a wire rack.",Cuisine,"Total Fat: 10.0, Saturated Fat: 1.0, Total Carbohydrate: 28.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/u5wGUc1jJfOfLV8eG9Fl87sTyEk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2327614-809148baeed6489bbab268a7d527a08a.jpg,1 cup vegetable oil 2  eggs 2 cups white sugar 1 teaspoon vanilla extract 2 cups all-purpose flour 2 teaspoons ground cinnamon 1 teaspoon baking soda ½ teaspoon salt 4 cups apples - peeled cored and diced,quantity: 2.0 unit: piece ingredient: eggs quantity: 2.0 unit: cups ingredient: sugar quantity: 1.0 unit: teaspoon ingredient: vanilla quantity: 2.0 unit: cups ingredient: flour quantity: 2.0 unit: teaspoons ingredient: cinnamon quantity: 1.0 unit: teaspoon ingredient: baking quantity: 0.5 unit: teaspoon ingredient: salt quantity: 4.0 unit: cups ingredient: apple,60
Easy Apple Cinnamon Muffins,1 ½ cups all-purpose flour ¾ cup white sugar 2 teaspoons baking powder 1 teaspoon ground cinnamon ½ teaspoon salt 1  egg ⅓ cup vegetable oil ⅓ cup milk 2  apples - peeled cored and chopped,"Preheat the oven to 400 degrees F (200 degrees C). Grease 6 large muffin cups or line with paper muffin liners.
Make muffins: Stir together flour sugar baking powder cinnamon and salt in a large bowl. Mix in egg oil and milk. Fold in chopped apples. Spoon batter into the prepared muffin cups filling just below the rim.
Make topping: Place sugar butter flour and cinnamon into a small bowl; mash mixture with a fork and sprinkle over unbaked muffins.
Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean 20 to 25 minutes.











Kelly McCulley
",Bread,"Total Fat: 29.0, Saturated Fat: 12.0, Total Carbohydrate: 79.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/KJ3htdTnxZsf9tSvbqILDsqeSaI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5907258-easy-apple-cinnamon-muffins-Kelly-McCulley-1x1-1-b3c6941ddef3499bafc0399c022ac08f.jpg,1 ½ cups all-purpose flour ¾ cup white sugar 2 teaspoons baking powder 1 teaspoon ground cinnamon ½ teaspoon salt 1  egg ⅓ cup vegetable oil ⅓ cup milk 2  apples - peeled cored and chopped,quantity: 0.75 unit: cup ingredient: sugar quantity: 2.0 unit: teaspoons ingredient: baking quantity: 1.0 unit: teaspoon ingredient: cinnamon quantity: 0.5 unit: teaspoon ingredient: salt quantity: 1.0 unit: piece ingredient: egg quantity: 0.33 unit: cup ingredient: oil quantity: 0.33 unit: cup ingredient: milk quantity: 2.0 unit: piece ingredient: apple,45
Debbies Amazing Apple Bread,2  eggs 2 cups white sugar ½ cup vegetable oil 2 teaspoons vanilla extract 2 cups apples peeled and diced 2 cups all-purpose flour 1 ½ teaspoons salt 1 teaspoon baking powder ½ teaspoon ground cinnamon or more to taste,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Beat eggs sugar vegetable oil and vanilla extract in a mixing bowl; stir in apples.
Mix flour salt baking powder and cinnamon in a separate bowl; add to apple mixture and stir just until evenly combined. Pour batter into the prepared loaf pan.
Bake in the preheated oven for 45 minutes. Cover loaf pan with aluminum foil; continue baking until a toothpick inserted into the center comes out clean about 15 minutes more. Cool in the pan for 10 minutes before removing to cool completely on a wire rack.











Aaron Brown
",Bread,"Total Fat: 12.0, Saturated Fat: 2.0, Total Carbohydrate: 63.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/scNfqqIpDtfCcaFQIjsvzmxCSV0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4580871_Debbies-Amazing-Apple-Bread-1x1-1-3f46182021ab4a889b86f7dac9c1c9fb.jpg,2  eggs 2 cups white sugar ½ cup vegetable oil 2 teaspoons vanilla extract 2 cups apples peeled and diced 2 cups all-purpose flour 1 ½ teaspoons salt 1 teaspoon baking powder ½ teaspoon ground cinnamon or more to taste,quantity: 2.0 unit: cups ingredient: sugar quantity: 0.5 unit: cup ingredient: oil quantity: 2.0 unit: teaspoons ingredient: vanilla quantity: 2.0 unit: cups ingredient: apple quantity: 2.0 unit: cups ingredient: flour quantity: 1.5 unit: teaspoons ingredient: salt quantity: 1.0 unit: teaspoon ingredient: baking quantity: 0.5 unit: teaspoon ingredient: cinnamon,75
Moms Apple Fritters,1 quart vegetable oil for deep-frying 1 ½ cups all-purpose flour 1 tablespoon white sugar 2 teaspoons baking powder ½ teaspoon salt ⅔ cup milk 2 large eggs beaten 1 tablespoon vegetable oil 3 cups apples - peeled cored and chopped 1 cup cinnamon sugar,"Heat oil in a deep fryer or electric skillet to 375 degrees F (190 degrees C).
Stir together flour sugar baking powder and salt in a large bowl. Pour in milk eggs and oil; stir until well blended. Mix in apples until evenly distributed.
Working in small batches to prevent overcrowding drop spoonfuls of batter into the deep fryer and fry in hot oil until golden all over about 5 minutes. Use a slotted spoon to transfer fritters to a paper towel-lined plate. Toss warm fritters with cinnamon sugar in a bowl until well coated.











Dotdash Meredith Food Studios
",Bread,"Total Fat: 5.0, Saturated Fat: 1.0, Total Carbohydrate: 17.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/cU_5TCv2LWEf-I2QJbXTsJUaGSI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/90295-moms-apple-fritters-ddmfs-1X1-5783-a6edf46cd33c4a00ad5a02432822e57d.jpg,1 quart vegetable oil for deep-frying 1 ½ cups all-purpose flour 1 tablespoon white sugar 2 teaspoons baking powder ½ teaspoon salt ⅔ cup milk 2 large eggs beaten 1 tablespoon vegetable oil 3 cups apples - peeled cored and chopped 1 cup cinnamon sugar,quantity: 1.5 unit: cups ingredient: flour quantity: 1.0 unit: tablespoon ingredient: sugar quantity: 2.0 unit: teaspoons ingredient: baking quantity: 0.5 unit: teaspoon ingredient: salt quantity: 0.67 unit: cup ingredient: milk quantity: 2.0 unit: piece ingredient: eggs quantity: 1.0 unit: tablespoon ingredient: oil quantity: 3.0 unit: cups ingredient: apple quantity: 1.0 unit: cup ingredient: cinnamon,35
Easy Apple Crisp with Pie Filling,1 (21 ounce) can apple pie filling ½ teaspoon ground cinnamon ½ teaspoon ground nutmeg 1 cup margarine ¼ cup brown sugar 2 cups all-purpose flour,"Preheat the oven to 350 degrees F (175 degrees C).
Spread pie filling in an 8x8-inch baking dish. Sprinkle with cinnamon and nutmeg.
Cream together margarine and sugar. Cut in flour with a pastry blender until the mixture resembles coarse crumbs. Sprinkle mixture over pie filling.
Bake in the preheated oven until the topping is brown and crisp and the filling is hot and bubbly about 20 minutes.",Desserts,"Total Fat: 31.0, Saturated Fat: 5.0, Total Carbohydrate: 67.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/bQ7QL-XFrgBwNMsa43zSyaX_xmM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7813774-acbbc3ca7c0f4caaa24f2d4c07b7b83f.jpg,1 (21 ounce) can apple pie filling ½ teaspoon ground cinnamon ½ teaspoon ground nutmeg 1 cup margarine ¼ cup brown sugar 2 cups all-purpose flour,quantity: 0.5 unit: teaspoon ingredient: cinnamon quantity: 0.5 unit: teaspoon ingredient: nutmeg quantity: 1.0 unit: cup ingredient: margarine quantity: 0.25 unit: cup ingredient: sugar quantity: 2.0 unit: cups ingredient: flour,30
Apple Strudel Muffins,2 cups all-purpose flour 1 teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt 1 cup white sugar ½ cup butter 2 large eggs 1 ¼ teaspoons vanilla 1 ½ cups chopped apples,"Preheat the oven to 375 degrees F (190 degrees C). Grease a 12-cup muffin pan.
Mix flour baking powder baking soda and salt in a medium bowl.
Beat together sugar butter and eggs in a large bowl until smooth. Mix in vanilla. Stir in apples then gradually blend in flour mixture. Spoon batter into the prepared muffin pan.
Make topping: Mix brown sugar flour and cinnamon in a small bowl. Cut in butter until mixture resembles coarse crumbs. Sprinkle over each muffin top.
Bake in the preheated oven until a toothpick inserted in the center of a muffin comes out clean about 20 minutes. Let sit 5 minutes before transferring muffins to a wire rack to cool.











Korona
",Bread,"Total Fat: 10.0, Saturated Fat: 6.0, Total Carbohydrate: 41.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/QTc6kTodu38CuuTDlcAz9XbueDA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1097944-apple-strudel-muffins-Korona-1x1-2-6710dec0aba7474a80c89f21a2059ebc.jpg,2 cups all-purpose flour 1 teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt 1 cup white sugar ½ cup butter 2 large eggs 1 ¼ teaspoons vanilla 1 ½ cups chopped apples,quantity: 1.0 unit: teaspoon ingredient: baking quantity: 0.5 unit: teaspoon ingredient: baking quantity: 0.5 unit: teaspoon ingredient: salt quantity: 1.0 unit: cup ingredient: sugar quantity: 0.5 unit: cup ingredient: butter quantity: 2.0 unit: piece ingredient: eggs quantity: 1.25 unit: teaspoons ingredient: vanilla quantity: 1.5 unit: cups ingredient: apple,45
Delicious Cinnamon Baked Apples,1 teaspoon butter 2 tablespoons brown sugar 3 teaspoons vanilla sugar 3 teaspoons ground cinnamon 1 teaspoon ground nutmeg 6 large apples - peeled cored and sliced 3 ½ tablespoons water,"Preheat the oven to 350 degrees F (175 degrees C). Grease a large baking dish with butter.
Mix brown sugar vanilla sugar cinnamon and nutmeg in a small bowl. Layer about 1/3 of the apples in the prepared baking dish; sprinkle with 1/3 of the sugar mixture. Repeat layers twice more.
Bake in preheated oven for 30 minutes. Pour water over apples and continue baking until tender about 15 minutes more.",Desserts,"Total Fat: 1.0, Saturated Fat: 1.0, Total Carbohydrate: 37.0, Dietary Fiber: 6.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/wYuZO3nEvxY6WgITCcHa78l2wlo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/228683-delicious-cinnamon-baked-apples-ddmfs-4X3-1428-9500d581c4ad4d74acc67e4f6c947326.jpg,1 teaspoon butter 2 tablespoons brown sugar 3 teaspoons vanilla sugar 3 teaspoons ground cinnamon 1 teaspoon ground nutmeg 6 large apples - peeled cored and sliced 3 ½ tablespoons water,quantity: 2.0 unit: tablespoons ingredient: sugar quantity: 3.0 unit: teaspoons ingredient: vanilla quantity: 3.0 unit: teaspoons ingredient: cinnamon quantity: 1.0 unit: teaspoon ingredient: nutmeg quantity: 6.0 unit: piece ingredient: apple quantity: 3.5 unit: tablespoons ingredient: water,60
Apple Pie by Grandma Ople,8 small Granny Smith apples or as needed ½ cup unsalted butter 3 tablespoons all-purpose flour ½ cup white sugar ½ cup packed brown sugar ¼ cup water 1 (9 inch) double-crust pie pastry thawed,"Peel and core apples then thinly slice. Set aside.
Preheat the oven to 425 degrees F (220 degrees C).
Melt butter in a saucepan over medium heat. Add flour and stir to form a paste; cook until fragrant about 1 to 2 minutes. Add both sugars and water; bring to a boil. Reduce the heat to low and simmer for 3 to 5 minutes. Remove from the heat.
Press one pastry into the bottom and up the sides of a 9-inch pie pan. Roll out remaining pastry so it will overhang the pie by about 1/2 inch. Cut pastry into eight 1-inch strips.
Place sliced apples into the bottom crust forming a slight mound. Lay four pastry strips vertically and evenly spaced over apples using longer strips in the center and shorter strips at the edges.
Make a lattice crust: Fold the first and third strips all the way back so theyre almost falling off the pie. Lay one of the unused strips perpendicularly over the second and fourth strips then unfold the first and third strips back into their original position.
Fold the second and fourth vertical strips back. Lay one of the three unused strips perpendicularly over top. Unfold the second and fourth strips back into their original position.
Repeat Steps 6 and 7 to weave in the last two strips of pastry. Fold and trim excess dough at the edges as necessary and pinch to secure.
Slowly and gently pour sugar-butter mixture over lattice crust making sure it seeps over sliced apples. Brush some onto lattice but make sure it doesnt run off the sides.
Bake in the preheated oven for 15 minutes. Reduce the temperature to 350 degrees F (175 degrees C) and continue baking until apples are soft 35 to 45 minutes.











Natalie T
",Desserts,"Total Fat: 19.0, Saturated Fat: 9.0, Total Carbohydrate: 52.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 2.0",https://www.allrecipes.com/thmb/1I95oiTGz6aEpuHd2DAr33w7Mgg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12682-apple-pie-by-grandma-ople-natasha-titanov-1x1-1-7f1cd9f631d24ff0b90cac0163247686.jpg,8 small Granny Smith apples or as needed ½ cup unsalted butter 3 tablespoons all-purpose flour ½ cup white sugar ½ cup packed brown sugar ¼ cup water 1 (9 inch) double-crust pie pastry thawed,quantity: 0.5 unit: cup ingredient: butter quantity: 3.0 unit: tablespoons ingredient: flour quantity: 0.5 unit: cup ingredient: sugar quantity: 0.5 unit: cup ingredient: sugar quantity: 0.25 unit: cup ingredient: water quantity: 1.0 unit: piece ingredient: pastry,90
Sarahs Homemade Applesauce,4  apples - peeled cored and chopped ¾ cup water ¼ cup white sugar ½ teaspoon ground cinnamon,"Combine apples water sugar and cinnamon in a saucepan; cover and cook over medium heat until apples are soft about 15 to 20 minutes.
Allow apple mixture to cool then mash with a fork or potato masher until it is the consistency you like.











Photo by cookinmama.
cookin mama
",Side Dish,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 32.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/VY5d0tZHB8xz6y-ef586jR050FE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/25840-Sarahs-Applesauce-2000-56080bc8aac64df59aeec895f1875fc0.jpg,4  apples - peeled cored and chopped ¾ cup water ¼ cup white sugar ½ teaspoon ground cinnamon,quantity: 0.75 unit: cup ingredient: water quantity: 0.25 unit: cup ingredient: sugar quantity: 0.5 unit: teaspoon ingredient: cinnamon,25
Apple Crisp,10 cups all-purpose apples peeled cored and sliced 1 cup white sugar 1 tablespoon all-purpose flour 1 teaspoon ground cinnamon ½ cup water 1 cup quick-cooking oats 1 cup all-purpose flour 1 cup packed brown sugar ¼ teaspoon baking powder ¼ teaspoon baking soda ½ cup butter melted,"Preheat the oven to 350 degrees F (175 degrees C).
Place sliced apples in a 9x13-inch baking dish. Mix white sugar 1 tablespoon flour and cinnamon together; sprinkle over apples. Pour water evenly over apples.
Combine oats 1 cup flour brown sugar baking powder and baking soda in a large bowl. Add melted butter and mix with a fork until crumbly; sprinkle evenly over apple mixture.
Bake in the preheated oven until top is golden brown and apples are bubbling around the edges about 45 minutes.











Dotdash Meredith Food Studios
",Desserts,"Total Fat: 8.0, Saturated Fat: 5.0, Total Carbohydrate: 61.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/uAzhPOh86PfR-NIT1_dQ5c9bhag=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12409-apple-crisp-MFS-027-c2f142105db44206856af57c388db3ee.jpg,10 cups all-purpose apples peeled cored and sliced 1 cup white sugar 1 tablespoon all-purpose flour 1 teaspoon ground cinnamon ½ cup water 1 cup quick-cooking oats 1 cup all-purpose flour 1 cup packed brown sugar ¼ teaspoon baking powder ¼ teaspoon baking soda ½ cup butter melted,quantity: 1.0 unit: cup ingredient: sugar quantity: 1.0 unit: tablespoon ingredient: flour quantity: 1.0 unit: teaspoon ingredient: cinnamon quantity: 0.5 unit: cup ingredient: water quantity: 1.0 unit: cup ingredient: oats quantity: 1.0 unit: cup ingredient: flour quantity: 1.0 unit: cup ingredient: sugar quantity: 0.25 unit: teaspoon ingredient: baking quantity: 0.25 unit: teaspoon ingredient: baking quantity: 0.5 unit: cup ingredient: butter,75
Apple Pie Filling,18 cups thinly sliced apples 3 tablespoons lemon juice 10 cups water 4 ½ cups white sugar 1 cup cornstarch 2 teaspoons ground cinnamon 1 teaspoon salt ¼ teaspoon ground nutmeg,"Toss apples with lemon juice in a large bowl and set aside.
Pour water into a Dutch oven over medium heat. Combine sugar cornstarch cinnamon salt and nutmeg in a bowl; add to water stir well and bring to a boil. Boil for 2 minutes stirring constantly.
Add apples and return to a boil. Reduce heat cover and simmer until apples are tender 6 to 8 minutes. Cool for 30 minutes.
Ladle into 5 freezer containers leaving 1/2 inch of headspace. Cool at room temperature no longer than 1 1/2 hours.
Seal and freeze. Can be stored for up to 12 months.











Dotdash Meredith Food Studios
",Desserts,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 33.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/c0bbYaS1V_mTt_fb85yo0gPcYUM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12681-apple-pie-filling-beauty-1x1-BP-2876-ed43a184f9564f4a8dc893c4ae8d561f.jpg,18 cups thinly sliced apples 3 tablespoons lemon juice 10 cups water 4 ½ cups white sugar 1 cup cornstarch 2 teaspoons ground cinnamon 1 teaspoon salt ¼ teaspoon ground nutmeg,quantity: 3.0 unit: tablespoons ingredient: lemon juice quantity: 10.0 unit: cups ingredient: water quantity: 4.5 unit: cups ingredient: sugar quantity: 1.0 unit: cup ingredient: cornstarch quantity: 2.0 unit: teaspoons ingredient: cinnamon quantity: 1.0 unit: teaspoon ingredient: salt quantity: 0.25 unit: teaspoon ingredient: nutmeg,160
Easy Apple Crisp with Oat Topping,6  apples - peeled cored and sliced 2 tablespoons white sugar 1 ½ teaspoons ground cinnamon divided 1 cup brown sugar ¾ cup old-fashioned oats ¾ cup all-purpose flour ½ cup cold butter,"Preheat the oven to 350 degrees F (175 degrees C).
Toss apples with white sugar and 1/2 teaspoon cinnamon in a medium bowl to coat; pour into a 9-inch square baking dish.
Mix brown sugar oats flour and 1 teaspoon cinnamon in a separate bowl. Cut in cold butter with 2 knives or a pastry blender until the mixture resembles coarse crumbs; spread over apples and pat down gently until even.
Bake in the preheated oven until golden brown and sides are bubbling about 40 minutes.









",Desserts,"Total Fat: 25.0, Saturated Fat: 15.0, Total Carbohydrate: 99.0, Dietary Fiber: 8.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/1tKFVcDXwp8Y_zGAzOoowGVomOk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Apple-Crisp-with-Oat-Topping-70ef9793a177482285f8ed377e692062.jpg,6  apples - peeled cored and sliced 2 tablespoons white sugar 1 ½ teaspoons ground cinnamon divided 1 cup brown sugar ¾ cup old-fashioned oats ¾ cup all-purpose flour ½ cup cold butter,quantity: 2.0 unit: tablespoons ingredient: sugar quantity: 1.5 unit: teaspoons ingredient: cinnamon quantity: 1.0 unit: cup ingredient: sugar quantity: 0.75 unit: cup ingredient: oats quantity: 0.75 unit: cup ingredient: flour quantity: 0.5 unit: cup ingredient: butter,60
