recipe_name,directions,category,nutrition,img_src,ingredients_parsed,tags,total_mins
Coconut Oil Popcorn,Place popcorn and oil in a 3-quart pot over medium heat and cover the pot with a lid. Shake the pot constantly as popcorn pops. When popping slows to a few seconds in-between pops after about 3 to 5 minutes remove pot from heat and pour popcorn into a large bowl. Season with sea salt.,Appetizers and Snacks,"Total Fat: 15.0, Saturated Fat: 13.0, Total Carbohydrate: 19.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/SJSbFVjT_x3KEA29mmX_VHd5_uQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3598265-58680f01b1c541af8721b76c7b40b1cf.jpg,quantity: 60 unit: ml ingredient: unpopped popcorn,"coconut, coconut oil, oil, popcorn",10
Granola Bars,"Preheat the oven to 325 degrees F (165 degrees C). Grease a 9-inch square baking dish.
Spread oats and coconut evenly across a baking sheet.
Toast oats and coconut in the preheated oven until browned about 10 minutes; transfer to a large mixing bowl.
Mix honey peanut butter vanilla and salt in a saucepan over medium-low heat. Cook and stir until smooth. Pour honey mixture over oats and coconut. Stir to coat. Spread mixture evenly into the prepared baking dish.
Bake in the preheated oven until beginning to dry about 15 minutes for crunchy granola bars less if you like them chewy. Cool completely before cutting.









",Appetizers and Snacks,"Total Fat: 5.0, Saturated Fat: 2.0, Total Carbohydrate: 34.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 4.0",https://www.allrecipes.com/thmb/JgqrNTiFmW2xT6jmf71_3eHcVOA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1038134-fbc534b471a34b0e9147c2fcbd281ed5.jpg,quantity: 120 unit: ml ingredient: shredded coconut quantity: 120 unit: ml ingredient: honey quantity: 30 unit: g ingredient: creamy peanut butter quantity: 5 unit: g ingredient: vanilla extract quantity: 1 unit: g ingredient: salt,"butter, coconut, honey, oat, peanut, peanut butter, rolled oat, salt, vanilla, vanilla extract",100
Earthquake Cake II,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease the bottom and sides of one 9 x 13 inch baking pan.
Layer coconut and pecans in the bottom of pan.
Prepare cake mix according to package instructions and pour over pecans and coconut.
Combine cream cheese butter or margarine vanilla and confectioners sugar and beat until smooth. Pour over cake mix.
Bake at 350 degrees F (175 degrees C) for 30 minutes. Toothpick will not come out clean.",Desserts,"Total Fat: 13.0, Saturated Fat: 6.0, Total Carbohydrate: 40.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/yGP1DFqCgaFW7tPHrpyanltLpyE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4103280-0ba7dfcaa1e244c7b44e24a82680a9d9.jpg,"quantity: 240 unit: ml ingredient: chopped pecans quantity: 1.0 unit: package ingredient: German chocolate cake mix quantity: 1.0 unit: package ingredient: cream cheese quantity: 840 unit: g ingredient: ""confectioners sugar"" quantity: 114 unit: g ingredient: butter quantity: 5 unit: g ingredient: vanilla extract","butter, cake, cake mix, cheese, chocolate, coconut, cream, cream cheese, pecan, sugar, vanilla, vanilla extract",55
Coconut Jasmine Rice,"Stir coconut milk water sugar and salt together in a saucepan over medium heat until sugar dissolves.
Add rice and bring to a boil. Cover the saucepan reduce the heat to low and simmer until rice is tender and liquid is absorbed 18 to 20 minutes.",Side Dish,"Total Fat: 14.0, Saturated Fat: 12.0, Total Carbohydrate: 41.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/zLaCSeQn5T8Vc4TB_9ZK8eWTSlM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8284095-coconut-jasmine-rice-Pasquale-4x3-1-c89e1cef73f3469c862b96bf09ee31aa.jpg,quantity: 300 unit: ml ingredient: water quantity: 5 unit: g ingredient: white sugar quantity: 1 unit: g ingredient: salt quantity: 300 unit: g ingredient: jasmine rice,"coconut, coconut milk, milk, rice, salt, sugar, water",30
Umm Ali,"Preheat the oven to 400 degrees F (200 degrees C). Unroll the puff pastry sheets and place flat on a baking sheet. Bake for 15 minutes in the preheated oven or until puffed and golden brown.
Break the puff pastry into pieces and place in a large bowl. Add the raisins almonds pine nuts pistachios and coconut and toss to distribute. Pour into a 9x13 inch glass baking dish and spread evenly.
Pour the milk into a saucepan and stir in the sugar and vanilla. Heat until hot but not quite boiling. Pour over the mixture in the baking dish.
Bake for 15 minutes in the preheated oven. Turn the oven to broil and broil for 2 minutes to brown the top. Remove from the oven and let stand for 5 minutes. Serve warm.",Cuisine,"Total Fat: 33.0, Saturated Fat: 9.0, Total Carbohydrate: 67.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/0sXe7BLWU1JIRLWg5dQzAYOYgTw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59549-ac2eee30fce94ee2b65f57c772f81f1a.jpg,quantity: 1200 unit: ml ingredient: milk quantity: 210 unit: g ingredient: white sugar quantity: 5 unit: g ingredient: vanilla extract quantity: 60 unit: ml ingredient: raisins quantity: 60 unit: ml ingredient: slivered almonds quantity: 60 unit: ml ingredient: pine nuts quantity: 60 unit: ml ingredient: chopped pistachio nuts quantity: 60 unit: ml ingredient: sweetened,"almond, milk, nut, pine nut, pistachio, puff pastry, raisin, sugar, vanilla, vanilla extract",40
Lamingtons,"Preheat oven to 375 degrees F (190 degrees C). Grease and flour an 8x12-inch pan.
Sift together the flour baking powder and salt. Set aside.
Beat 1/2 cup butter and 3/4 cup sugar with an electric mixer in a large bowl until light and fluffy. The mixture should be noticeably lighter in color. Add the room-temperature eggs one at a time allowing each egg to blend into the butter mixture before adding the next. Beat in the vanilla with the last egg. Pour in the flour mixture alternately with the milk mixing until just incorporated.
Pour batter into the prepared pan. Bake in the preheated oven until a toothpick inserted into the cake comes out clean 30 to 40 minutes. Let stand 5 minutes then turn out onto a wire rack and cool completely. Wrap with plastic wrap and store overnight at room temperature to give the cake a chance to firm up before slicing.
To make the icing: In a large bowl combine confectioners sugar and cocoa. Add the melted butter and warm milk and mix well to create a fluid but not too runny icing.
Cut the cake into 24 squares. Place parchment paper or waxed paper on a work surface and set a wire rack on the paper. Pour the shredded coconut into a shallow bowl. Using a fork dip each square into the icing coating all sides then roll it in the coconut. Place onto rack to dry. Continue until all lamingtons are coated.",Desserts,"Total Fat: 18.0, Saturated Fat: 14.0, Total Carbohydrate: 40.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/hwOE6PUgNo_uansFfPil09wvxr4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/344341-8d260fb21172455f8436413bf53fbb5e.jpg,quantity: 20 unit: g ingredient: baking powder quantity: 1 unit: g ingredient: salt quantity: 114 unit: g ingredient: butter quantity: 158 unit: g ingredient: white sugar quantity: 5 unit: g ingredient: vanilla extract quantity: 2.0 unit: piece ingredient: eggs quantity: 120 unit: ml ingredient: milk,"baking powder, butter, egg, flour, milk, salt, sugar, vanilla, vanilla extract",115
Coconut Pecan Frosting II,In a saucepan over medium heat combine milk sugar egg yolks butter and vanilla. Cook stirring frequently until thickened. Remove from heat and stir in coconut and pecans.,Desserts,"Total Fat: 20.0, Saturated Fat: 9.0, Total Carbohydrate: 25.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/u8Iaonw3w1kjf_ZD6-a1wO2qIJQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4502860-402b963e50a741c59b31bd245e873bc3.jpg,quantity: 210 unit: g ingredient: white sugar quantity: 3.0 unit: piece ingredient: egg yolks quantity: 114 unit: g ingredient: butter quantity: 5 unit: g ingredient: vanilla extract quantity: 360 unit: ml ingredient: flaked coconut quantity: 240 unit: ml ingredient: chopped pecans,"butter, coconut, egg, egg yolk, milk, pecan, sugar, vanilla, vanilla extract",15
Bionicos (Mexican Fruit Bowls),"Mix yogurt sweetened condensed milk and crema in a bowl. Add vanilla extract and stir until well incorporated.
Divide cantaloupe papaya apple and banana among 4 individual bowls arranging them in separate sections. Place strawberries in the center of each bowl. Top each bowl with 1/8 cup each granola raisins and coconut.
Drizzle 1/4 cup of the crema mixture over each fruit bowl.",Salad,"Total Fat: 17.0, Saturated Fat: 10.0, Total Carbohydrate: 66.0, Dietary Fiber: 6.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/xpWRKJ_gctaTRdWLpww7Y4TlpFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5548704-bionicos-mexican-fruit-bowls-Yoly-4x3-1-4cbeb8c7d83543d7852d954f0ffa1615.jpg,quantity: 79 unit: ml ingredient: sweetened condensed milk quantity: 79 unit: ml ingredient: Mexican crema quantity: 5 unit: g ingredient: vanilla extract,"condensed milk, crema, milk, plain yogurt, vanilla, vanilla extract, yogurt",30
Queen Elizabeth Cake I,"Pour boiling water over dates in a small bowl and let stand until cool.
Measure flour baking powder soda salt and nuts into a small bowl. Stir to mix.
Cream 1/4 cup butter or margarine and white sugar together in a mixing bowl; beat in egg and vanilla. Add flour mixture to creamed mixture in three parts alternately with date mixture in two parts beginning and ending with dry mixture. Spread batter into a greased 9 x 13 inch pan.
Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes or until an inserted wooden pick comes out clean.
To Make Topping: Mix coconut brown sugar 6 tablespoons butter and cream in a small saucepan over medium heat. Boil for three minutes. Spread over warm cake and brown under broiler.",Cuisine,"Total Fat: 17.0, Saturated Fat: 9.0, Total Carbohydrate: 54.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/PYNFbpv-YPBnTlzVRhN98efWF9E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6748738-9188cfefea6f4bc7811b1ea6c77aae7f.jpg,quantity: 240 unit: ml ingredient: dates quantity: 57 unit: g ingredient: butter quantity: 210 unit: g ingredient: white sugar quantity: 1.0 unit: piece ingredient: egg quantity: 5 unit: g ingredient: vanilla extract quantity: 192 unit: g ingredient: all-purpose flour quantity: 5 unit: g ingredient: baking soda quantity: 5 unit: g ingredient: baking powder quantity: 2 unit: g ingredient: salt quantity: 120 unit: ml ingredient: chopped walnuts quantity: 240 unit: ml ingredient: flaked coconut quantity: 141 unit: g ingredient: packed brown sugar quantity: 90 unit: g ingredient: butter quantity: 60 unit: ml ingredient: cream,"baking powder, baking soda, brown sugar, butter, coconut, cream, date, egg, flour, salt, sugar, vanilla, vanilla extract, walnut, water",90
Sweet Coconut Rice,"Stir rice coconut milk and water together in a saucepan. Dissolve sugar into the liquid.
Bring the mixture to a simmer reduce heat to medium-low place a cover on the saucepan and simmer until the majority of the liquid has been absorbed by the rice 15 to 20 minutes. Leaving saucepan on the burner turn heat off and let rice steam until sticky about 5 to 10 minutes more. Garnish with shredded coconut.",Side Dish,"Total Fat: 22.0, Saturated Fat: 19.0, Total Carbohydrate: 60.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/3LmVEctbWeHFsrc1JzCUkp9ykGU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1114734-397cc72412144a889ade1894e2dd04c9.jpg,quantity: 1.0 unit: can ingredient: coconut milk quantity: 300 unit: ml ingredient: water quantity: 5 unit: g ingredient: white sugar quantity: 15 unit: g ingredient: shredded coconut,"coconut, coconut milk, milk, rice, sugar, water, white rice",25
Coconut Cream Pie I,"In a large bowl combine the pudding mix and milk until the pudding mixture thickens. Fold 1 cup of coconut and half of the nondairy whipped topping into the pudding. Pour the combination into the prepared pie crust.
Spread the remainder of the nondairy whipped topping on top of the pie. Sprinkle with the remainder of the coconut. Refrigerate and serve chilled.",Desserts,"Total Fat: 20.0, Saturated Fat: 12.0, Total Carbohydrate: 43.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/iQd0oHDjuDtX0ku38qcbhzjLC2g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1066271-0e5c14dffc68498f824273c6763999a8.jpg,quantity: 1.0 unit: package ingredient: instant vanilla pudding mix quantity: 360 unit: ml ingredient: milk quantity: 360 unit: ml ingredient: flaked coconut quantity: 1.0 unit: piece ingredient: container frozen whipped topping,"coconut, milk, pudding mix, vanilla, vanilla pudding mix, whipped topping",75
Instant Pot Coconut Curry Chicken,"Turn on a multi-functional pressure cooker (such as Instant Pot) and select Sauté function. Add coconut oil; when hot add onion and cook for 1 minute. Add 2 tablespoons curry powder and garlic. Mix well and cook for 2 minutes. Turn off Sauté function. Stir in diced tomatoes tomato sauce chicken broth and sugar.
Poke holes into each chicken breast using a fork. Sprinkle with salt pepper and remaining curry powder. Add seasoned chicken to the pot. Close and lock the lid. Select high pressure according to manufacturers instructions; set timer for 10 minutes. Allow 10 to 15 minutes for pressure to build.
Release pressure using the natural-release method according to manufacturers instructions for 10 minutes. Release remaining pressure carefully using the quick-release method according to manufacturers instructions about 5 minutes. Unlock and remove the lid.
Remove chicken; use 2 forks to shred the meat and return it to the pot. Turn on Sauté function; cook and stir until liquid is lightly boiling 2 to 3 minutes.
Turn the pressure cooker to the Keep Warm setting. Add coconut milk and stir well; cook for 10 minutes more to allow flavors to come together.









",Meat and Poultry,"Total Fat: 31.0, Saturated Fat: 23.0, Total Carbohydrate: 22.0, Dietary Fiber: 5.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/r8Mqj_ybg9vUv6kiNf8XDWCqkhE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6795515-60a9d498fda24017bb6b84e63bf44daa.jpg,quantity: 1.0 unit: piece ingredient: medium onion quantity: 45 unit: g ingredient: curry powder quantity: 2.0 unit: piece ingredient: cloves garlic quantity: 1.0 unit: can ingredient: diced tomatoes quantity: 1.0 unit: can ingredient: tomato sauce quantity: 120 unit: ml ingredient: chicken broth quantity: 30 unit: g ingredient: white sugar quantity: 900 unit: g ingredient: chicken breasts quantity: 1.0 unit: can ingredient: coconut milk,"chicken, chicken broth, coconut, coconut milk, coconut oil, curry, garlic, milk, oil, onion, sauce, sugar, tomato, tomato sauce",65
Coconut Lime Rice,Rinse rice until the water runs clear; drain. Heat coconut oil and butter in a large skillet over medium-high heat. Cook and stir rice and coconut flakes for 3 to 4 minutes. Stir in the lime juice then add the coconut milk chicken broth salt and lime zest. Bring to a low boil then cover and reduce heat to low. Cook for 20 minutes. Remove from heat and keep covered for 5 minutes. Fluff with fork and season with pepper.,Side Dish,"Total Fat: 37.0, Saturated Fat: 32.0, Total Carbohydrate: 85.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/MpasIhVWGvNpWWnL9jyoiMeKhZQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/385615-9da05b0ae96c4ac4bd9d3c74c0ff1e19.jpg,quantity: 15 unit: g ingredient: coconut oil quantity: 5 unit: g ingredient: butter quantity: 60 unit: ml ingredient: flaked coconut quantity: 240 unit: ml ingredient: coconut milk quantity: 240 unit: ml ingredient: chicken broth quantity: 1.0 unit: piece ingredient: lime,"butter, chicken, chicken broth, coconut, coconut milk, coconut oil, lime, milk, oil, rice",40
Coconut Rice,"In a large saucepan over high heat combine rice coconut milk and salt; bring to a boil.
Reduce heat cover and simmer for 20 to 25 minutes or until liquid is absorbed and rice is tender.",Side Dish,"Total Fat: 33.0, Saturated Fat: 29.0, Total Carbohydrate: 57.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/pSblLYFzrtd6fsaxvBMz_Yw2HBM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/741136-b647fb3953fe4424984bc8c30ec5d569.jpg,quantity: 4.0 unit: cans ingredient: coconut milk quantity: 1 unit: g ingredient: salt,"coconut, coconut milk, milk, rice, salt",30
Flan de Coco (Coconut Flan),"Preheat oven to 350 degrees F (175 degrees C).
Place 1 cup of the sugar in a small saucepan over medium heat. Cook gently without stirring but shaking occasionally until the sugar has melted. Continue cooking until the sugar has completely melted and turned golden brown. Pour into a large glass baking dish. Spread the caramel evenly over the bottom of the dish then set aside to cool for 15 minutes before proceeding.
Once the caramel has hardened pour the condensed milk evaporated milk milk eggs 1/2 cup sugar and coconut into a blender. Blend for 3 minutes until smooth. Pour into baking dish over the caramel.
Bake in preheated oven for 45 minutes until set. When done remove from oven and let cool for 30 minutes. Run a knife around the edges of the dish to separate the flan from the sides. Refrigerate overnight.",Desserts,"Total Fat: 9.0, Saturated Fat: 5.0, Total Carbohydrate: 47.0, Dietary Fiber: 0.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/Vue3tlJBu3S7gscwNw52H6d7OxA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8586690-flan-de-coco-coconut-flan-Maria-Victoria-Dajud-4x3-1-4563caeb0fd844e3b3f8279fa38999a2.jpg,quantity: 1.0 unit: can ingredient: sweetened condensed milk quantity: 1.0 unit: can ingredient: evaporated milk quantity: 120 unit: ml ingredient: milk quantity: 6.0 unit: piece ingredient: eggs quantity: 120 unit: ml ingredient: fresh shredded coconut,"coconut, condensed milk, egg, milk, sugar",550
Sweet Coconut Oatmeal,"Bring coconut milk to a gentle boil in a small saucepan over medium-low heat. Stir in oats and honey; lower heat and simmer until milk has mostly been absorbed about 15 minutes.
Sprinkle coconut flakes brown sugar and cinnamon into oatmeal. Cook until oats are creamy and flavors are combined about 5 minutes.",Breakfast and Brunch,"Total Fat: 35.0, Saturated Fat: 30.0, Total Carbohydrate: 45.0, Dietary Fiber: 6.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/8r8jAi-bvAAsZUqTgygIXP8eYTk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2786416-sweet-coconut-oatmeal-France-C-4x3-1-6db416f594384e0a9ecc5d6936a166d3.jpg,quantity: 240 unit: ml ingredient: rolled oats quantity: 30 unit: g ingredient: honey quantity: 60 unit: ml ingredient: coconut flakes (Optional) quantity: 30 unit: g ingredient: brown sugar quantity: 5 unit: g ingredient: ground cinnamon,"brown sugar, cinnamon, coconut, coconut milk, honey, milk, oat, rolled oat, sugar",25
No Crust Coconut Pie,"Preheat oven to 325 degrees F (165 degrees C).
In a large bowl combine eggs butter or margarine flour vanilla sugar milk and coconut. Mix well.
Pour into 10 inch deep dish pie plate.
Bake at 325 degrees F (165 degrees C) for 30 to 40 minutes. Crust will form on the bottom.",Desserts,"Total Fat: 17.0, Saturated Fat: 12.0, Total Carbohydrate: 66.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/dX9Km8ri2--PNMMV8hzxCJH7FNA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1319675-9fd883ea12d44906b43dbf1dd8db84a2.jpg,quantity: 57 unit: g ingredient: butter quantity: 64 unit: g ingredient: self-rising flour quantity: 5 unit: g ingredient: vanilla extract quantity: 368 unit: g ingredient: white sugar quantity: 480 unit: ml ingredient: milk quantity: 210 unit: g ingredient: flaked coconut,"butter, coconut, egg, flour, milk, sugar, vanilla, vanilla extract",55
Coconut Coconut Milk Cake,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch cake pan.
Beat sugar butter and egg yolks together in a bowl using an electric mixer until smooth and creamy; add shredded coconut.
Whisk flour baking powder and salt together in a bowl. Stir creamed butter mixture alternating with coconut milk into flour mixture until batter is just mixed.
Beat egg whites in a glass or metal bowl until until soft peaks form. Lift your beater or whisk straight up: the egg whites will form soft mounds rather than a sharp peak. Fold egg whites into batter. Pour batter into the prepared cake pan.
Bake in the preheated oven until a toothpick inserted in the center of the cake comes out clean about 45 minutes.",Desserts,"Total Fat: 15.0, Saturated Fat: 10.0, Total Carbohydrate: 26.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/vx7M0shn1DOfVQqStA4mkLHP2So=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9444924-8d6ac699eb4c4dad8df862f190a222ca.jpg,quantity: 228 unit: g ingredient: butter quantity: 4.0 unit: piece ingredient: eggs quantity: 240 unit: ml ingredient: unsweetened shredded coconut quantity: 256 unit: g ingredient: all-purpose flour quantity: 30 unit: g ingredient: baking powder quantity: 5 unit: g ingredient: salt quantity: 1.0 unit: can ingredient: coconut milk,"baking powder, butter, coconut, coconut milk, egg, flour, milk, salt, sugar",60
5 Cup Salad,Mix marshmallows coconut oranges pineapple and sour cream together in a bowl. Cover and refrigerate until flavors blend 5 to 6 hours.,Salad,"Total Fat: 9.0, Saturated Fat: 6.0, Total Carbohydrate: 19.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/3Tlyw9rPNyxEmgKLwlQGvewO_Qg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4503262-5-cup-salad-Becky-Evertz-4x3-1-9c28c8842c3248e89c9ae9a4375fa010.jpg,quantity: 240 unit: ml ingredient: shredded coconut quantity: 240 unit: ml ingredient: drained mandarin oranges quantity: 240 unit: ml ingredient: drained pineapple chunks quantity: 240 unit: ml ingredient: sour cream,"coconut, cream, mandarin, marshmallow, orange, pineapple, sour cream",310
Creamy Coconut Milk Rice Pudding,"Bring water and rice to a boil in a saucepan. Reduce heat to medium-low cover and simmer until rice is tender and liquid has been absorbed about 20 minutes.
Combine rice coconut milk sugar and salt in a large saucepan; bring to a boil. Reduce heat and simmer until pudding is thick and creamy 18 to 20 minutes. Stir milk and eggs into pudding stirring constantly to keep pudding from sticking at least 2 minutes.
Remove pudding from heat and stir in butter vanilla cinnamon and nutmeg until thoroughly mixed. Fold peaches and raisins into pudding; serve warm.",Desserts,"Total Fat: 21.0, Saturated Fat: 17.0, Total Carbohydrate: 72.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/9ePrUx_M053AC7Ikz5nZ5AL36TU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9059403-ada7fc1614174a7ba894e40ce8fa630a.jpg,quantity: 300 unit: g ingredient: basmati rice quantity: 720 unit: ml ingredient: coconut milk quantity: 315 unit: g ingredient: raw sugar quantity: 2 unit: g ingredient: sea salt quantity: 240 unit: ml ingredient: whole milk quantity: 2.0 unit: piece ingredient: eggs quantity: 57 unit: g ingredient: unsalted butter quantity: 15 unit: g ingredient: vanilla extract quantity: 10 unit: g ingredient: ground cinnamon quantity: 5 unit: g ingredient: ground nutmeg quantity: 1.0 unit: can ingredient: sliced peaches quantity: 240 unit: ml ingredient: raisins,"butter, cinnamon, coconut, coconut milk, egg, milk, nutmeg, peach, raisin, rice, salt, sugar, vanilla, vanilla extract, water",55
Chewy Coconut Bibingka (Filipino Rice Cake),"Preheat the oven to 350 degrees F (175 degrees C). Butter a 12x17-inch rimmed baking sheet.
Beat condensed milk coconut milk and melted butter together in a large mixing bowl until combined. Add eggs 1 at a time and beat until combined. Add macapuno 1 jar at a time and beat until combined. Gradually beat in mochiko flour. Beat in brown sugar; beat in vanilla extract. Pour batter onto the prepared baking sheet.
Bake in the preheated oven until top is golden brown and sides are slightly dark brown 45 to 50 minutes.
Allow to cool about 20 minutes before loosening the sides and cutting into squares.",Cuisine,"Total Fat: 10.0, Saturated Fat: 7.0, Total Carbohydrate: 50.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/k9E08t1t_eCaXVoJy5VWp-JV-UA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1018324-5b884d48c97c4591998f96781c7f46d1.jpg,quantity: 1.0 unit: can ingredient: sweetened condensed milk quantity: 1.0 unit: piece ingredient: stick butter quantity: 4.0 unit: piece ingredient: eggs quantity: 2.0 unit: jars ingredient: macapuno strings in heavy syrup quantity: 320 unit: g ingredient: sweet rice flour (mochiko) quantity: 210 unit: g ingredient: packed brown sugar quantity: 15 unit: g ingredient: vanilla extract,"brown sugar, butter, coconut, coconut milk, condensed milk, egg, flour, macapuno, milk, rice, rice flour, sugar, syrup, vanilla, vanilla extract",80
Ono Butter Mochi,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.
In a medium bowl whisk together the eggs vanilla and milk. In a separate larger bowl stir together the rice flour sugar and baking powder. Pour the wet ingredients into the dry ingredients and stir to blend. Mix in melted butter and coconut. Pour into the prepared pan.
Bake for 1 hour in the preheated oven. Cool completely then cut into squares to serve.",Desserts,"Total Fat: 14.0, Saturated Fat: 8.0, Total Carbohydrate: 78.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/lFwmBy4jZYGL3HyfPHIfzgsfvUk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3694797-6ad240b6ea94410b9c473c2839b92b91.jpg,quantity: 525 unit: g ingredient: white sugar quantity: 5 unit: g ingredient: baking powder quantity: 114 unit: g ingredient: butter quantity: 720 unit: ml ingredient: whole milk quantity: 5.0 unit: piece ingredient: eggs quantity: 5 unit: g ingredient: vanilla extract quantity: 240 unit: ml ingredient: sweetened,"baking powder, butter, egg, flour, milk, rice, rice flour, sugar, vanilla, vanilla extract",65
Swedish Chocolate Balls (or Coconut Balls),"Mix the oats sugar and cocoa together in a bowl. Add the butter and use your hands to mix the ingredients together to make a thick dough. Mix in the coffee vanilla and chocolate until thoroughly blended.
Place the coconut flakes in a small bowl. Pinch off small amounts of dough and roll between your hands to make small balls about 1-1/2 inches in diameter. Roll the balls in the coconut flakes. Balls are ready to eat or may be refrigerated 2 hours to become firmer.",Cuisine,"Total Fat: 5.0, Saturated Fat: 3.0, Total Carbohydrate: 11.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/RdcD9z5PBFWwOOCfgJYw-YsEN48=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1878596-4d7c9043ccd54422acafbb9271b5da9f.jpg,quantity: 262 unit: g ingredient: white sugar quantity: 44 unit: g ingredient: unsweetened cocoa powder quantity: 228 unit: g ingredient: butter or margarine quantity: 30 unit: g ingredient: strong coffee quantity: 5 unit: g ingredient: vanilla extract quantity: 2.0 unit: piece ingredient: squares unsweetened baking chocolate quantity: 79 unit: ml ingredient: coconut flakes,"butter, chocolate, cocoa, cocoa powder, coconut, coffee, margarine, oat, rolled oat, sugar, vanilla, vanilla extract",140
